Cities,State,Temp High °F,Temp Low °F,Year,Temp High °C,Temp Low °C,Days to 0 °F,Days 32 °F or below,Days rose to 70 °F,Days  rose to 90 °F,Precipitation Days,Percipitation Inches,Percipitation Milli­metres,Snow Days,Snow Inches,Snow Centi­metres,weather measurements made at,Lat,Lng
San Francisco,CA,63,51,2010,17,11,0,0,53,4,93,29.1,740,0,0,0,downtown San Francisco,37.77493,-122.41942
San Jose,CA,72,,2018,22,,0,,215,13,48,11,280,0,0,0,San Jose International Airport,37.33821,-121.88633
San Jose,CA,73,52,2017,23,11,0,1,212,28,67,15.7,398,0,0,0,San Jose International Airport,37.33821,-121.88633
San Jose,CA,73,52,2016,23,11,0,3,229,12,63,14.6,371,0,0,0,San Jose International Airport,37.33821,-121.88633
San Jose,CA,72,51,2015,22,11,0,7,218,15,36,8.2,207,0,0,0,San Jose International Airport,37.33821,-121.88633
San Jose,CA,73,52,2014,23,11,0,0,228,11,55,15.1,383,0,0,0,San Jose International Airport,37.33821,-121.88633
San Jose,CA,71,49,2013,22,9,0,16,205,10,32,3.8,97,0,0,0,San Jose International Airport,37.33821,-121.88633
San Jose,CA,,,2012,,,0,4,,,62,12.8,324,0,0,0,San Jose International Airport,37.33821,-121.88633
San Jose,CA,70,49,2011,21,10,0,6,176,11,61,12.1,307,0,0,0,San Jose International Airport,37.33821,-121.88633
San Jose,CA,70,50,2010,21,10,0,2,184,16,72,17.2,436,0,0,0,San Jose International Airport,37.33821,-121.88633
Seattle,WA,62,47,2018,17,8,0,12,105,11,158,35.8,909,1,1,3,Seattle—Tacoma International Airport,47.60621,-122.33207
Seattle,WA,61,46,2017,16,8,0,31,112,8,162,47.9,1218,5,13.2,34,Seattle—Tacoma International Airport,47.60621,-122.33207
Seattle,WA,63,48,2016,17,9,0,15,109,7,172,45.2,1148,0,1,3,Seattle—Tacoma International Airport,47.60621,-122.33207
Seattle,WA,63,48,2015,17,9,0,15,116,12,144,44.9,1139,0,0,0,Seattle—Tacoma International Airport,47.60621,-122.33207
Seattle,WA,63,48,2014,17,9,0,22,114,5,150,48.5,1233,1,3.7,9,Seattle—Tacoma International Airport,47.60621,-122.33207
Seattle,WA,61,47,2013,16,8,0,30,109,2,152,32.6,828,1,1.1,3,Seattle—Tacoma International Airport,47.60621,-122.33207
Seattle,WA,60,45,2012,15,7,0,21,95,5,177,48.3,1226,2,11.1,28,Seattle—Tacoma International Airport,47.60621,-122.33207
Seattle,WA,58,44,2011,15,7,0,37,83,0,166,36.4,925,2,4.8,12,Seattle—Tacoma International Airport,47.60621,-122.33207
Seattle,WA,60,46,2010,15,8,0,10,60,6,190,47,1195,1,3,8,Seattle—Tacoma International Airport,47.60621,-122.33207
St. Louis,MO,67,48,2018,19,9,3,101,176,72,117,42.6,1083,4,10.6,27,St. Louis Lambert International Airport,38.63028,-90.20031
St. Louis,MO,70,50,2017,21,10,0,68,215,59,105,36.7,932,3,6.5,17,St. Louis Lambert International Airport,38.63028,-90.20031
St. Louis,MO,70,51,2016,21,11,0,70,202,60,113,41.5,1053,4,11.1,28,St. Louis Lambert International Airport,38.63028,-90.20031
St. Louis,MO,68,50,2015,20,10,0,74,196,49,122,61.3,1557,4,12.8,33,St. Louis Lambert International Airport,38.63028,-90.20031
St. Louis,MO,65,47,2014,18,8,4,102,176,36,111,43.5,1104,7,27.3,69,St. Louis Lambert International Airport,38.63028,-90.20031
St. Louis,MO,66,47,2013,19,8,0,104,174,46,115,42.7,1084,5,31.5,80,St. Louis Lambert International Airport,38.63028,-90.20031
St. Louis,MO,71,51,2012,22,11,0,68,203,73,105,32.3,821,3,6.4,16,St. Louis Lambert International Airport,38.63028,-90.20031
St. Louis,MO,68,50,2011,20,10,1,81,184,68,126,47.2,1199,10,30.7,78,St. Louis Lambert International Airport,38.63028,-90.20031
St. Louis,MO,67,49,2010,20,9,1,88,199,66,126,39.1,994,6,19.4,49,St. Louis Lambert International Airport,38.63028,-90.20031
Tampa,FL,84,68,2018,29,20,0,1,330,121,132,61.5,1562,0,0,0,Tampa's International Airport,27.95060,-82.45720
Tampa,FL,85,68,2017,29,20,0,0,349,118,104,44.3,1126,0,0,0,Tampa's International Airport,27.95060,-82.45720
Tampa,FL,83,67,2016,28,20,0,0,333,108,67,52.6,1336,0,0,0,Tampa's International Airport,27.95060,-82.45720
Tampa,FL,84,69,2015,29,20,0,0,339,91,79,63.5,1614,0,0,0,Tampa's International Airport,27.95060,-82.45720
Tampa,FL,81,65,2014,27,18,0,0,317,75,76,57.9,1471,0,0,0,Tampa's International Airport,27.95060,-82.45720
Tampa,FL,83,66,2013,28,19,0,0,337,90,70,52.5,1334,0,0,0,Tampa's International Airport,27.95060,-82.45720
Tampa,FL,83,67,2012,28,19,0,0,346,75,64,56,1423,0,0,0,Tampa's International Airport,27.95060,-82.45720
Tampa,FL,83,67,2011,28,19,0,1,336,114,53,53.2,1352,0,0,0,Tampa's International Airport,27.95060,-82.45720
Tampa,FL,80,63,2010,27,17,0,7,285,110,66,40.4,1025,0,0,0,Tampa's International Airport,27.95060,-82.45720
Virginia Beach,VA,70,55,2018,21,13,0,47,203,37,125,56.7,1440,4,15.3,39,Norfolk International Airport,36.86314,-76.01578
Virginia Beach,VA,71,55,2017,22,13,0,34,214,46,110,49.2,1250,1,5.4,14,Norfolk International Airport,36.86314,-76.01578
Virginia Beach,VA,70,54,2016,21,12,0,36,200,43,124,68.9,1750,3,5,13,Norfolk International Airport,36.86314,-76.01578
Virginia Beach,VA,70,54,2015,21,12,0,50,206,34,129,50.2,1276,4,12.7,32,Norfolk International Airport,36.86314,-76.01578
Virginia Beach,VA,68,52,2014,20,11,0,57,196,25,114,50.3,1278,6,15.5,39,Norfolk International Airport,36.86314,-76.01578
Virginia Beach,VA,69,53,2013,20,11,0,43,186,32,121,45.7,1160,1,1.8,5,Norfolk International Airport,36.86314,-76.01578
Virginia Beach,VA,71,54,2012,22,12,0,20,206,37,122,48.4,1229,0,0.5,1,Norfolk International Airport,36.86314,-76.01578
Virginia Beach,VA,71,54,2011,22,12,0,40,209,43,110,51.1,1298,1,4,10,Norfolk International Airport,36.86314,-76.01578
Virginia Beach,VA,69,52,2010,21,11,0,68,195,57,105,51,1295,4,26.9,68,Norfolk International Airport,36.86314,-76.01578
Washington DC,DC,68,52,2018,20,11,0,51,177,45,131,66.3,1684,2,7.3,19,Reagan National Airport near downtown Washington,38.88993,-77.00900
Washington DC,DC,69,52,2017,21,11,0,49,197,43,111,35.6,905,3,5.3,13,Reagan National Airport near downtown Washington,38.88993,-77.00900
Washington DC,DC,69,52,2016,20,11,0,57,183,58,114,31.7,806,3,22.2,56,Reagan National Airport near downtown Washington,38.88993,-77.00900
Washington DC,DC,69,52,2015,20,11,0,56,190,52,123,45.1,1144,6,18.4,47,Reagan National Airport near downtown Washington,38.88993,-77.00900
Washington DC,DC,67,50,2014,19,10,0,67,183,24,124,44.4,1129,10,30.6,78,Reagan National Airport near downtown Washington,38.88993,-77.00900
Washington DC,DC,67,51,2013,19,10,0,58,170,35,118,44.3,1124,1,4.4,11,Reagan National Airport near downtown Washington,38.88993,-77.00900
Washington DC,DC,70,53,2012,21,12,0,30,201,53,122,32.5,825,0,2.2,6,Reagan National Airport near downtown Washington,38.88993,-77.00900
Washington DC,DC,68,52,2011,20,11,0,56,180,50,126,46.9,1192,2,8,20,Reagan National Airport near downtown Washington,38.88993,-77.00900
Washington DC,DC,68,51,2010,20,11,0,72,185,67,101,34.8,884,9,41.6,106,Reagan National Airport near downtown Washington,38.88993,-77.00900
