LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),County Name/State Abbreviation,State
CN4716500000000,47,165,2018,"98,706","95,960","2,746",2.8,Sumner County, TN
CN4716700000000,47,167,2018,"27,895","26,719","1,176",4.2,Tipton County, TN
CN4716900000000,47,169,2018,"4,888","4,729",159,3.3,Trousdale County, TN
CN4717100000000,47,171,2018,"7,065","6,719",346,4.9,Unicoi County, TN
CN4717300000000,47,173,2018,"7,463","7,159",304,4.1,Union County, TN
CN4717500000000,47,175,2018,"2,046","1,949",97,4.7,Van Buren County, TN
CN4717700000000,47,177,2018,"16,736","16,075",661,3.9,Warren County, TN
CN4717900000000,47,179,2018,"59,859","57,747","2,112",3.5,Washington County, TN
CN4718100000000,47,181,2018,"6,109","5,811",298,4.9,Wayne County, TN
CN4718300000000,47,183,2018,"16,008","15,333",675,4.2,Weakley County, TN
CN4718500000000,47,185,2018,"11,907","11,468",439,3.7,White County, TN
CN4718700000000,47,187,2018,"123,205","120,149","3,056",2.5,Williamson County, TN
CN4718900000000,47,189,2018,"73,090","71,059","2,031",2.8,Wilson County, TN
CN4800100000000,48,1,2018,"23,561","22,833",728,3.1,Anderson County, TX
CN4800300000000,48,3,2018,"9,382","9,157",225,2.4,Andrews County, TX
CN4800500000000,48,5,2018,"36,211","34,622","1,589",4.4,Angelina County, TX
CN4800700000000,48,7,2018,"10,314","9,725",589,5.7,Aransas County, TX
CN4800900000000,48,9,2018,"4,184","4,055",129,3.1,Archer County, TX
CN4801100000000,48,11,2018,926,900,26,2.8,Armstrong County, TX
CN4801300000000,48,13,2018,"21,247","20,447",800,3.8,Atascosa County, TX
CN4801500000000,48,15,2018,"14,015","13,506",509,3.6,Austin County, TX
CN4801700000000,48,17,2018,"2,655","2,539",116,4.4,Bailey County, TX
CN4801900000000,48,19,2018,"9,920","9,582",338,3.4,Bandera County, TX
CN4802100000000,48,21,2018,"41,491","40,096","1,395",3.4,Bastrop County, TX
CN4802300000000,48,23,2018,"1,566","1,515",51,3.3,Baylor County, TX
CN4802500000000,48,25,2018,"9,977","9,470",507,5.1,Bee County, TX
CN4802700000000,48,27,2018,"142,270","136,410","5,860",4.1,Bell County, TX
CN4802900000000,48,29,2018,"940,900","909,581","31,319",3.3,Bexar County, TX
CN4803100000000,48,31,2018,"6,250","6,086",164,2.6,Blanco County, TX
CN4803300000000,48,33,2018,349,338,11,3.2,Borden County, TX
CN4803500000000,48,35,2018,"8,220","7,916",304,3.7,Bosque County, TX
CN4803700000000,48,37,2018,"39,495","37,542","1,953",4.9,Bowie County, TX
CN4803900000000,48,39,2018,"175,989","168,025","7,964",4.5,Brazoria County, TX
CN4804100000000,48,41,2018,"116,882","113,563","3,319",2.8,Brazos County, TX
CN4804300000000,48,43,2018,"4,062","3,925",137,3.4,Brewster County, TX
CN4804500000000,48,45,2018,559,537,22,3.9,Briscoe County, TX
CN4804700000000,48,47,2018,"2,444","2,286",158,6.5,Brooks County, TX
CN4804900000000,48,49,2018,"16,152","15,549",603,3.7,Brown County, TX
CN4805100000000,48,51,2018,"8,223","7,928",295,3.6,Burleson County, TX
CN4805300000000,48,53,2018,"23,033","22,373",660,2.9,Burnet County, TX
CN4805500000000,48,55,2018,"19,092","18,401",691,3.6,Caldwell County, TX
CN4805700000000,48,57,2018,"11,213","10,749",464,4.1,Calhoun County, TX
CN4805900000000,48,59,2018,"6,023","5,821",202,3.4,Callahan County, TX
CN4806100000000,48,61,2018,"166,001","155,766","10,235",6.2,Cameron County, TX
CN4806300000000,48,63,2018,"4,990","4,745",245,4.9,Camp County, TX
CN4806500000000,48,65,2018,"3,040","2,954",86,2.8,Carson County, TX
CN4806700000000,48,67,2018,"12,335","11,711",624,5.1,Cass County, TX
CN4806900000000,48,69,2018,"3,525","3,424",101,2.9,Castro County, TX
CN4807100000000,48,71,2018,"19,157","18,121","1,036",5.4,Chambers County, TX
CN4807300000000,48,73,2018,"20,979","20,116",863,4.1,Cherokee County, TX
CN4807500000000,48,75,2018,"2,950","2,875",75,2.5,Childress County, TX
CN4807700000000,48,77,2018,"4,945","4,788",157,3.2,Clay County, TX
CN4807900000000,48,79,2018,"1,115","1,068",47,4.2,Cochran County, TX
CN4808100000000,48,81,2018,"1,454","1,405",49,3.4,Coke County, TX
CN4808300000000,48,83,2018,"2,960","2,842",118,4,Coleman County, TX
CN4808500000000,48,85,2018,"545,243","527,191","18,052",3.3,Collin County, TX
CN4808700000000,48,87,2018,"1,185","1,147",38,3.2,Collingsworth County, TX
CN4808900000000,48,89,2018,"9,680","9,358",322,3.3,Colorado County, TX
CN4809100000000,48,91,2018,"70,132","67,878","2,254",3.2,Comal County, TX
CN4809300000000,48,93,2018,"5,385","5,189",196,3.6,Comanche County, TX
CN4809500000000,48,95,2018,"1,120","1,080",40,3.6,Concho County, TX
CN4809700000000,48,97,2018,"19,182","18,591",591,3.1,Cooke County, TX
CN4809900000000,48,99,2018,"24,402","23,392","1,010",4.1,Coryell County, TX
CN4810100000000,48,101,2018,529,506,23,4.3,Cottle County, TX
CN4810300000000,48,103,2018,"1,796","1,727",69,3.8,Crane County, TX
CN4810500000000,48,105,2018,"1,645","1,596",49,3,Crockett County, TX
CN4810700000000,48,107,2018,"2,566","2,450",116,4.5,Crosby County, TX
CN4810900000000,48,109,2018,979,948,31,3.2,Culberson County, TX
CN4811100000000,48,111,2018,"4,075","3,992",83,2,Dallam County, TX
CN4811300000000,48,113,2018,"1,359,225","1,308,543","50,682",3.7,Dallas County, TX
CN4811500000000,48,115,2018,"4,590","4,392",198,4.3,Dawson County, TX
CN4811700000000,48,117,2018,"8,474","8,236",238,2.8,Deaf Smith County, TX
CN4811900000000,48,119,2018,"2,460","2,376",84,3.4,Delta County, TX
CN4812100000000,48,121,2018,"482,610","467,289","15,321",3.2,Denton County, TX
CN4812300000000,48,123,2018,"9,784","9,476",308,3.1,DeWitt County, TX
CN4812500000000,48,125,2018,672,644,28,4.2,Dickens County, TX
CN4812700000000,48,127,2018,"7,414","7,190",224,3,Dimmit County, TX
CN4812900000000,48,129,2018,"1,574","1,521",53,3.4,Donley County, TX
CN4813100000000,48,131,2018,"5,049","4,782",267,5.3,Duval County, TX
CN4813300000000,48,133,2018,"8,724","8,430",294,3.4,Eastland County, TX
CN4813500000000,48,135,2018,"85,132","82,843","2,289",2.7,Ector County, TX
CN4813700000000,48,137,2018,892,867,25,2.8,Edwards County, TX
CN4813900000000,48,139,2018,"89,935","86,971","2,964",3.3,Ellis County, TX
CN4814100000000,48,141,2018,"359,136","343,915","15,221",4.2,El Paso County, TX
CN4814300000000,48,143,2018,"20,784","20,145",639,3.1,Erath County, TX
CN4814500000000,48,145,2018,"6,668","6,411",257,3.9,Falls County, TX
CN4814700000000,48,147,2018,"16,471","15,967",504,3.1,Fannin County, TX
CN4814900000000,48,149,2018,"12,606","12,250",356,2.8,Fayette County, TX
CN4815100000000,48,151,2018,"1,666","1,611",55,3.3,Fisher County, TX
CN4815300000000,48,153,2018,"2,693","2,552",141,5.2,Floyd County, TX
CN4815500000000,48,155,2018,577,560,17,2.9,Foard County, TX
CN4815700000000,48,157,2018,"382,102","366,922","15,180",4,Fort Bend County, TX
CN4815900000000,48,159,2018,"4,579","4,390",189,4.1,Franklin County, TX
CN4816100000000,48,161,2018,"6,573","6,189",384,5.8,Freestone County, TX
CN4816300000000,48,163,2018,"10,071","9,782",289,2.9,Frio County, TX
CN4816500000000,48,165,2018,"9,439","9,198",241,2.6,Gaines County, TX
CN4816700000000,48,167,2018,"164,757","157,181","7,576",4.6,Galveston County, TX
CN4816900000000,48,169,2018,"2,133","2,070",63,3,Garza County, TX
CN4817100000000,48,171,2018,"13,417","13,076",341,2.5,Gillespie County, TX
CN4817300000000,48,173,2018,857,840,17,2,Glasscock County, TX
CN4817500000000,48,175,2018,"3,305","3,179",126,3.8,Goliad County, TX
CN4817700000000,48,177,2018,"9,552","9,262",290,3,Gonzales County, TX
CN4817900000000,48,179,2018,"8,181","7,858",323,3.9,Gray County, TX
CN4818100000000,48,181,2018,"63,488","61,427","2,061",3.2,Grayson County, TX
CN4818300000000,48,183,2018,"57,815","55,434","2,381",4.1,Gregg County, TX
CN4818500000000,48,185,2018,"11,108","10,649",459,4.1,Grimes County, TX
CN4818700000000,48,187,2018,"79,824","77,327","2,497",3.1,Guadalupe County, TX
CN4818900000000,48,189,2018,"12,540","11,936",604,4.8,Hale County, TX
CN4819100000000,48,191,2018,"1,128","1,079",49,4.3,Hall County, TX
CN4819300000000,48,193,2018,"3,648","3,527",121,3.3,Hamilton County, TX
CN4819500000000,48,195,2018,"2,879","2,812",67,2.3,Hansford County, TX
CN4819700000000,48,197,2018,"1,678","1,617",61,3.6,Hardeman County, TX
CN4819900000000,48,199,2018,"25,465","24,141","1,324",5.2,Hardin County, TX
CN4820100000000,48,201,2018,"2,304,397","2,203,924","100,473",4.4,Harris County, TX
CN4820300000000,48,203,2018,"30,028","28,720","1,308",4.4,Harrison County, TX
CN4820500000000,48,205,2018,"2,890","2,837",53,1.8,Hartley County, TX
CN4820700000000,48,207,2018,"2,356","2,266",90,3.8,Haskell County, TX
CN4820900000000,48,209,2018,"114,386","111,001","3,385",3,Hays County, TX
CN4821100000000,48,211,2018,"2,285","2,237",48,2.1,Hemphill County, TX
CN4821300000000,48,213,2018,"36,389","35,025","1,364",3.7,Henderson County, TX
CN4821500000000,48,215,2018,"348,672","325,791","22,881",6.6,Hidalgo County, TX
CN4821700000000,48,217,2018,"16,326","15,734",592,3.6,Hill County, TX
CN4821900000000,48,219,2018,"11,562","11,203",359,3.1,Hockley County, TX
CN4822100000000,48,221,2018,"26,510","25,526",984,3.7,Hood County, TX
CN4822300000000,48,223,2018,"17,354","16,770",584,3.4,Hopkins County, TX
CN4822500000000,48,225,2018,"10,162","9,782",380,3.7,Houston County, TX
CN4822700000000,48,227,2018,"13,648","13,202",446,3.3,Howard County, TX
CN4822900000000,48,229,2018,"1,666","1,587",79,4.7,Hudspeth County, TX
CN4823100000000,48,231,2018,"42,373","40,768","1,605",3.8,Hunt County, TX
CN4823300000000,48,233,2018,"9,065","8,612",453,5,Hutchinson County, TX
CN4823500000000,48,235,2018,771,747,24,3.1,Irion County, TX
CN4823700000000,48,237,2018,"4,444","4,333",111,2.5,Jack County, TX
CN4823900000000,48,239,2018,"7,412","7,169",243,3.3,Jackson County, TX
CN4824100000000,48,241,2018,"13,377","12,513",864,6.5,Jasper County, TX
CN4824300000000,48,243,2018,"1,082","1,050",32,3,Jeff Davis County, TX
CN4824500000000,48,245,2018,"108,181","101,322","6,859",6.3,Jefferson County, TX
CN4824700000000,48,247,2018,"1,875","1,768",107,5.7,Jim Hogg County, TX
CN4824900000000,48,249,2018,"17,059","16,133",926,5.4,Jim Wells County, TX
CN4825100000000,48,251,2018,"79,949","77,200","2,749",3.4,Johnson County, TX
CN4825300000000,48,253,2018,"5,721","5,447",274,4.8,Jones County, TX
CN4825500000000,48,255,2018,"6,845","6,652",193,2.8,Karnes County, TX
CN4825700000000,48,257,2018,"61,846","59,700","2,146",3.5,Kaufman County, TX
CN4825900000000,48,259,2018,"21,491","20,863",628,2.9,Kendall County, TX
CN4826100000000,48,261,2018,242,233,9,3.7,Kenedy County, TX
CN4826300000000,48,263,2018,458,447,11,2.4,Kent County, TX
CN4826500000000,48,265,2018,"21,848","21,143",705,3.2,Kerr County, TX
CN4826700000000,48,267,2018,"1,890","1,832",58,3.1,Kimble County, TX
CN4826900000000,48,269,2018,214,208,6,2.8,King County, TX
CN4827100000000,48,271,2018,"1,257","1,198",59,4.7,Kinney County, TX
CN4827300000000,48,273,2018,"13,333","12,671",662,5,Kleberg County, TX
CN4827500000000,48,275,2018,"1,466","1,413",53,3.6,Knox County, TX
CN4827700000000,48,277,2018,"23,954","23,049",905,3.8,Lamar County, TX
CN4827900000000,48,279,2018,"5,247","5,015",232,4.4,Lamb County, TX
CN4828100000000,48,281,2018,"9,243","8,900",343,3.7,Lampasas County, TX
CN4828300000000,48,283,2018,"4,599","4,487",112,2.4,La Salle County, TX
CN4828500000000,48,285,2018,"8,784","8,507",277,3.2,Lavaca County, TX
CN4828700000000,48,287,2018,"9,425","9,132",293,3.1,Lee County, TX
CN4828900000000,48,289,2018,"6,155","5,846",309,5,Leon County, TX
CN4829100000000,48,291,2018,"32,303","30,414","1,889",5.8,Liberty County, TX
CN4829300000000,48,293,2018,"8,399","8,006",393,4.7,Limestone County, TX
CN4829500000000,48,295,2018,"1,657","1,612",45,2.7,Lipscomb County, TX
CN4829700000000,48,297,2018,"5,233","5,036",197,3.8,Live Oak County, TX
CN4829900000000,48,299,2018,"8,543","8,230",313,3.7,Llano County, TX
CN4830100000000,48,301,2018,102,98,4,3.9,Loving County, TX
CN4830300000000,48,303,2018,"157,225","152,414","4,811",3.1,Lubbock County, TX
CN4830500000000,48,305,2018,"2,772","2,682",90,3.2,Lynn County, TX
CN4830700000000,48,307,2018,"3,753","3,628",125,3.3,McCulloch County, TX
CN4830900000000,48,309,2018,"118,786","114,544","4,242",3.6,McLennan County, TX
CN4831100000000,48,311,2018,740,726,14,1.9,McMullen County, TX
CN4831300000000,48,313,2018,"4,582","4,381",201,4.4,Madison County, TX
CN4831500000000,48,315,2018,"4,260","4,065",195,4.6,Marion County, TX
CN4831700000000,48,317,2018,"2,807","2,739",68,2.4,Martin County, TX
CN4831900000000,48,319,2018,"1,779","1,724",55,3.1,Mason County, TX
CN4832100000000,48,321,2018,"16,912","15,876","1,036",6.1,Matagorda County, TX
CN4832300000000,48,323,2018,"23,789","21,863","1,926",8.1,Maverick County, TX
CN4832500000000,48,325,2018,"21,595","20,849",746,3.5,Medina County, TX
CN4832700000000,48,327,2018,841,807,34,4,Menard County, TX
CN4832900000000,48,329,2018,"102,277","100,130","2,147",2.1,Midland County, TX
CN4833100000000,48,331,2018,"9,904","9,360",544,5.5,Milam County, TX
CN4833300000000,48,333,2018,"1,879","1,813",66,3.5,Mills County, TX
CN4833500000000,48,335,2018,"2,338","2,235",103,4.4,Mitchell County, TX
CN4833700000000,48,337,2018,"9,130","8,837",293,3.2,Montague County, TX
CN4833900000000,48,339,2018,"275,152","264,818","10,334",3.8,Montgomery County, TX
CN4834100000000,48,341,2018,"11,039","10,742",297,2.7,Moore County, TX
CN4834300000000,48,343,2018,"4,749","4,437",312,6.6,Morris County, TX
CN4834500000000,48,345,2018,467,450,17,3.6,Motley County, TX
CN4834700000000,48,347,2018,"28,799","27,675","1,124",3.9,Nacogdoches County, TX
CN4834900000000,48,349,2018,"23,633","22,760",873,3.7,Navarro County, TX
CN4835100000000,48,351,2018,"5,283","4,932",351,6.6,Newton County, TX
CN4835300000000,48,353,2018,"6,718","6,496",222,3.3,Nolan County, TX
CN4835500000000,48,355,2018,"168,149","160,300","7,849",4.7,Nueces County, TX
CN4835700000000,48,357,2018,"4,487","4,360",127,2.8,Ochiltree County, TX
CN4835900000000,48,359,2018,908,884,24,2.6,Oldham County, TX
CN4836100000000,48,361,2018,"37,295","35,158","2,137",5.7,Orange County, TX
CN4836300000000,48,363,2018,"13,504","13,050",454,3.4,Palo Pinto County, TX
CN4836500000000,48,365,2018,"10,684","10,233",451,4.2,Panola County, TX
CN4836700000000,48,367,2018,"64,740","62,727","2,013",3.1,Parker County, TX
CN4836900000000,48,369,2018,"4,905","4,791",114,2.3,Parmer County, TX
CN4837100000000,48,371,2018,"6,486","6,253",233,3.6,Pecos County, TX
CN4837300000000,48,373,2018,"17,894","16,994",900,5,Polk County, TX
CN4837500000000,48,375,2018,"55,816","54,188","1,628",2.9,Potter County, TX
CN4837700000000,48,377,2018,"3,050","2,837",213,7,Presidio County, TX
CN4837900000000,48,379,2018,"5,903","5,698",205,3.5,Rains County, TX
CN4838100000000,48,381,2018,"71,375","69,502","1,873",2.6,Randall County, TX
CN4838300000000,48,383,2018,"1,896","1,849",47,2.5,Reagan County, TX
CN4838500000000,48,385,2018,"1,060","1,007",53,5,Real County, TX
CN4838700000000,48,387,2018,"5,094","4,817",277,5.4,Red River County, TX
CN4838900000000,48,389,2018,"9,126","8,933",193,2.1,Reeves County, TX
CN4839100000000,48,391,2018,"3,160","3,012",148,4.7,Refugio County, TX
CN4839300000000,48,393,2018,436,423,13,3,Roberts County, TX
CN4839500000000,48,395,2018,"7,655","7,338",317,4.1,Robertson County, TX
CN4839700000000,48,397,2018,"50,192","48,576","1,616",3.2,Rockwall County, TX
CN4839900000000,48,399,2018,"4,628","4,483",145,3.1,Runnels County, TX
CN4840100000000,48,401,2018,"22,296","21,383",913,4.1,Rusk County, TX
CN4840300000000,48,403,2018,"3,568","3,287",281,7.9,Sabine County, TX
CN4840500000000,48,405,2018,"2,987","2,792",195,6.5,San Augustine County, TX
CN4840700000000,48,407,2018,"11,518","10,945",573,5,San Jacinto County, TX
CN4840900000000,48,409,2018,"30,351","28,435","1,916",6.3,San Patricio County, TX
CN4841100000000,48,411,2018,"2,521","2,445",76,3,San Saba County, TX
CN4841300000000,48,413,2018,"1,363","1,323",40,2.9,Schleicher County, TX
CN4841500000000,48,415,2018,"6,969","6,731",238,3.4,Scurry County, TX
CN4841700000000,48,417,2018,"1,978","1,932",46,2.3,Shackelford County, TX
CN4841900000000,48,419,2018,"11,089","10,609",480,4.3,Shelby County, TX
CN4842100000000,48,421,2018,"1,336","1,300",36,2.7,Sherman County, TX
CN4842300000000,48,423,2018,"107,543","103,634","3,909",3.6,Smith County, TX
CN4842500000000,48,425,2018,"4,287","4,109",178,4.2,Somervell County, TX
CN4842700000000,48,427,2018,"25,217","22,669","2,548",10.1,Starr County, TX
CN4842900000000,48,429,2018,"3,987","3,842",145,3.6,Stephens County, TX
CN4843100000000,48,431,2018,582,563,19,3.3,Sterling County, TX
CN4843300000000,48,433,2018,596,575,21,3.5,Stonewall County, TX
CN4843500000000,48,435,2018,"1,469","1,413",56,3.8,Sutton County, TX
CN4843700000000,48,437,2018,"2,684","2,569",115,4.3,Swisher County, TX
CN4843900000000,48,439,2018,"1,062,733","1,025,619","37,114",3.5,Tarrant County, TX
CN4844100000000,48,441,2018,"65,309","63,237","2,072",3.2,Taylor County, TX
CN4844300000000,48,443,2018,382,369,13,3.4,Terrell County, TX
CN4844500000000,48,445,2018,"5,228","5,013",215,4.1,Terry County, TX
CN4844700000000,48,447,2018,705,681,24,3.4,Throckmorton County, TX
CN4844900000000,48,449,2018,"12,947","12,295",652,5,Titus County, TX
CN4845100000000,48,451,2018,"54,959","53,221","1,738",3.2,Tom Green County, TX
CN4845300000000,48,453,2018,"721,786","701,382","20,404",2.8,Travis County, TX
CN4845500000000,48,455,2018,"5,346","5,071",275,5.1,Trinity County, TX
CN4845700000000,48,457,2018,"7,009","6,547",462,6.6,Tyler County, TX
CN4845900000000,48,459,2018,"17,841","17,095",746,4.2,Upshur County, TX
CN4846100000000,48,461,2018,"1,580","1,526",54,3.4,Upton County, TX
CN4846300000000,48,463,2018,"11,506","11,011",495,4.3,Uvalde County, TX
CN4846500000000,48,465,2018,"20,445","19,569",876,4.3,Val Verde County, TX
CN4846700000000,48,467,2018,"25,908","25,004",904,3.5,Van Zandt County, TX
CN4846900000000,48,469,2018,"43,370","41,717","1,653",3.8,Victoria County, TX
CN4847100000000,48,471,2018,"23,970","22,961","1,009",4.2,Walker County, TX
CN4847300000000,48,473,2018,"22,763","21,786",977,4.3,Waller County, TX
CN4847500000000,48,475,2018,"6,678","6,506",172,2.6,Ward County, TX
CN4847700000000,48,477,2018,"14,966","14,419",547,3.7,Washington County, TX
CN4847900000000,48,479,2018,"116,573","112,190","4,383",3.8,Webb County, TX
CN4848100000000,48,481,2018,"21,416","20,620",796,3.7,Wharton County, TX
CN4848300000000,48,483,2018,"2,474","2,396",78,3.2,Wheeler County, TX
CN4848500000000,48,485,2018,"56,739","54,802","1,937",3.4,Wichita County, TX
CN4848700000000,48,487,2018,"4,993","4,786",207,4.1,Wilbarger County, TX
CN4848900000000,48,489,2018,"6,381","5,747",634,9.9,Willacy County, TX
CN4849100000000,48,491,2018,"300,336","291,168","9,168",3.1,Williamson County, TX
CN4849300000000,48,493,2018,"24,556","23,806",750,3.1,Wilson County, TX
CN4849500000000,48,495,2018,"4,030","3,917",113,2.8,Winkler County, TX
CN4849700000000,48,497,2018,"30,816","29,753","1,063",3.4,Wise County, TX
CN4849900000000,48,499,2018,"17,343","16,607",736,4.2,Wood County, TX
CN4850100000000,48,501,2018,"3,736","3,630",106,2.8,Yoakum County, TX
CN4850300000000,48,503,2018,"8,187","7,922",265,3.2,Young County, TX
CN4850500000000,48,505,2018,"5,376","5,077",299,5.6,Zapata County, TX
CN4850700000000,48,507,2018,"3,593","3,250",343,9.5,Zavala County, TX
CN4900100000000,49,1,2018,"3,014","2,908",106,3.5,Beaver County, UT
CN4900300000000,49,3,2018,"25,435","24,662",773,3,Box Elder County, UT
CN4900500000000,49,5,2018,"63,262","61,563","1,699",2.7,Cache County, UT
CN4900700000000,49,7,2018,"8,477","8,092",385,4.5,Carbon County, UT
CN4900900000000,49,9,2018,410,392,18,4.4,Daggett County, UT
CN4901100000000,49,11,2018,"170,592","165,587","5,005",2.9,Davis County, UT
CN4901300000000,49,13,2018,"7,724","7,369",355,4.6,Duchesne County, UT
CN4901500000000,49,15,2018,"4,342","4,134",208,4.8,Emery County, UT
CN4901700000000,49,17,2018,"2,789","2,572",217,7.8,Garfield County, UT
CN4901900000000,49,19,2018,"6,084","5,795",289,4.8,Grand County, UT
CN4902100000000,49,21,2018,"22,815","22,001",814,3.6,Iron County, UT
CN4902300000000,49,23,2018,"5,574","5,408",166,3,Juab County, UT
CN4902500000000,49,25,2018,"3,798","3,676",122,3.2,Kane County, UT
CN4902700000000,49,27,2018,"6,239","6,035",204,3.3,Millard County, UT
CN4902900000000,49,29,2018,"5,446","5,294",152,2.8,Morgan County, UT
CN4903100000000,49,31,2018,482,456,26,5.4,Piute County, UT
CN4903300000000,49,33,2018,"1,176","1,137",39,3.3,Rich County, UT
CN4903500000000,49,35,2018,"620,909","602,123","18,786",3,Salt Lake County, UT
CN4903700000000,49,37,2018,"5,755","5,396",359,6.2,San Juan County, UT
CN4903900000000,49,39,2018,"12,476","12,011",465,3.7,Sanpete County, UT
CN4904100000000,49,41,2018,"9,879","9,525",354,3.6,Sevier County, UT
CN4904300000000,49,43,2018,"24,320","23,581",739,3,Summit County, UT
CN4904500000000,49,45,2018,"32,612","31,486","1,126",3.5,Tooele County, UT
CN4904700000000,49,47,2018,"13,595","12,954",641,4.7,Uintah County, UT
CN4904900000000,49,49,2018,"299,868","291,391","8,477",2.8,Utah County, UT
CN4905100000000,49,51,2018,"15,108","14,633",475,3.1,Wasatch County, UT
CN4905300000000,49,53,2018,"73,929","71,412","2,517",3.4,Washington County, UT
CN4905500000000,49,55,2018,"1,435","1,349",86,6,Wayne County, UT
CN4905700000000,49,57,2018,"124,592","120,217","4,375",3.5,Weber County, UT
CN5100100000000,51,1,2018,"16,762","16,123",639,3.8,Accomack County, VA
CN5100300000000,51,3,2018,"55,903","54,408","1,495",2.7,Albemarle County, VA
CN5100500000000,51,5,2018,"6,948","6,687",261,3.8,Alleghany County, VA
CN5100700000000,51,7,2018,"6,240","6,039",201,3.2,Amelia County, VA
CN5100900000000,51,9,2018,"14,984","14,496",488,3.3,Amherst County, VA
CN5101100000000,51,11,2018,"7,083","6,825",258,3.6,Appomattox County, VA
CN5101300000000,51,13,2018,"151,720","148,692","3,028",2,Arlington County, VA
CN5101500000000,51,15,2018,"36,922","35,929",993,2.7,Augusta County, VA
CN5101700000000,51,17,2018,"2,502","2,439",63,2.5,Bath County, VA
CN5101900000000,51,19,2018,"38,097","36,934","1,163",3.1,Bedford County, VA
CN5102100000000,51,21,2018,"2,834","2,744",90,3.2,Bland County, VA
CN5102300000000,51,23,2018,"17,222","16,758",464,2.7,Botetourt County, VA
CN5102500000000,51,25,2018,"5,990","5,698",292,4.9,Brunswick County, VA
CN5102700000000,51,27,2018,"6,952","6,572",380,5.5,Buchanan County, VA
CN5102900000000,51,29,2018,"6,357","6,077",280,4.4,Buckingham County, VA
CN5103100000000,51,31,2018,"26,036","25,165",871,3.3,Campbell County, VA
CN5103300000000,51,33,2018,"15,067","14,547",520,3.5,Caroline County, VA
CN5103500000000,51,35,2018,"13,341","12,863",478,3.6,Carroll County, VA
CN5103600000000,51,36,2018,"3,692","3,547",145,3.9,Charles City County, VA
CN5103700000000,51,37,2018,"5,225","5,034",191,3.7,Charlotte County, VA
CN5104100000000,51,41,2018,"184,434","179,055","5,379",2.9,Chesterfield County, VA
CN5104300000000,51,43,2018,"7,545","7,329",216,2.9,Clarke County, VA
CN5104500000000,51,45,2018,"2,286","2,205",81,3.5,Craig County, VA
CN5104700000000,51,47,2018,"24,178","23,490",688,2.8,Culpeper County, VA
CN5104900000000,51,49,2018,"4,636","4,485",151,3.3,Cumberland County, VA
CN5105100000000,51,51,2018,"4,495","4,261",234,5.2,Dickenson County, VA
CN5105300000000,51,53,2018,"13,470","12,997",473,3.5,Dinwiddie County, VA
CN5105700000000,51,57,2018,"5,493","5,281",212,3.9,Essex County, VA
CN5105900000000,51,59,2018,"630,229","614,909","15,320",2.4,Fairfax County, VA
CN5106100000000,51,61,2018,"36,319","35,375",944,2.6,Fauquier County, VA
CN5106300000000,51,63,2018,"8,105","7,884",221,2.7,Floyd County, VA
CN5106500000000,51,65,2018,"13,553","13,214",339,2.5,Fluvanna County, VA
CN5106700000000,51,67,2018,"26,271","25,464",807,3.1,Franklin County, VA
CN5106900000000,51,69,2018,"46,803","45,591","1,212",2.6,Frederick County, VA
CN5107100000000,51,71,2018,"7,845","7,584",261,3.3,Giles County, VA
CN5107300000000,51,73,2018,"19,445","18,924",521,2.7,Gloucester County, VA
CN5107500000000,51,75,2018,"10,913","10,590",323,3,Goochland County, VA
CN5107700000000,51,77,2018,"7,643","7,409",234,3.1,Grayson County, VA
CN5107900000000,51,79,2018,"10,261","10,003",258,2.5,Greene County, VA
CN5108100000000,51,81,2018,"4,388","4,227",161,3.7,Greensville County, VA
CN5108300000000,51,83,2018,"15,201","14,578",623,4.1,Halifax County, VA
CN5108500000000,51,85,2018,"58,367","56,844","1,523",2.6,Hanover County, VA
CN5108700000000,51,87,2018,"180,933","175,546","5,387",3,Henrico County, VA
CN5108900000000,51,89,2018,"23,565","22,682",883,3.7,Henry County, VA
CN5109100000000,51,91,2018,"1,253","1,219",34,2.7,Highland County, VA
CN5109300000000,51,93,2018,"19,135","18,567",568,3,Isle of Wight County, VA
CN5109500000000,51,95,2018,"36,069","35,023","1,046",2.9,James City County, VA
CN5109700000000,51,97,2018,"3,849","3,732",117,3,King and Queen County, VA
CN5109900000000,51,99,2018,"13,155","12,768",387,2.9,King George County, VA
CN5110100000000,51,101,2018,"9,004","8,741",263,2.9,King William County, VA
CN5110300000000,51,103,2018,"5,291","5,061",230,4.3,Lancaster County, VA
CN5110500000000,51,105,2018,"8,322","7,980",342,4.1,Lee County, VA
CN5110700000000,51,107,2018,"216,433","211,128","5,305",2.5,Loudoun County, VA
CN5110900000000,51,109,2018,"19,660","19,121",539,2.7,Louisa County, VA
CN5111100000000,51,111,2018,"5,340","5,167",173,3.2,Lunenburg County, VA
CN5111300000000,51,113,2018,"7,261","7,086",175,2.4,Madison County, VA
CN5111500000000,51,115,2018,"4,111","3,987",124,3,Mathews County, VA
CN5111700000000,51,117,2018,"12,636","12,121",515,4.1,Mecklenburg County, VA
CN5111900000000,51,119,2018,"5,258","5,119",139,2.6,Middlesex County, VA
